avg_monthly_income,income_std_dev,income_trend,income_sources_count,salary_days_variance,avg_monthly_spend,spend_to_income_ratio,discretionary_spend_ratio,balance_low_days,cash_withdrawal_ratio,utility_payment_ratio,avg_payment_delay,missed_payments,payment_consistency_score,mobile_recharge_gap,informal_loans_count,informal_repayment_ratio,bnpl_usage_freq,bnpl_on_time_ratio,short_term_borrow_freq,repayment_borrow_ratio,avg_monthly_sales,sales_growth_rate,order_cancellation_rate,repeat_customer_ratio,business_age_months,age,residence_years,employment_years,salary_account_flag,upi_transaction_count,digital_txn_ratio,unique_merchants_per_month,avg_txn_size,account_tenure_months,num_bank_accounts,savings_ratio,emi_burden_ratio,bounce_count,self_transfer_ratio,night_txn_ratio,credit_enquiry_count,insurance_payment_ratio,loan_to_income_proxy,rd_sip_flag,overdraft_usage_flag,tax_filing_flag,gst_registered_flag
,1654.4,0.0,1.0,0.52,30389.32,1.1648,0.0991,20.0,0.4552,0.3671,26.83,6.0,35.03,74.7,7.0,0.3087,6.0,0.2641,5.0,0.3169,-1.0,-999.0,-1.0,-1.0,-1.0,27.0,1.9,1.2,1.0,8.0,0.162,4.0,1787.61,15.7,2.0,-0.1608,0.3428,6.0,0.1036,0.0919,9.0,0.3449,10.0,1.0,0.0,0.0,0.0
86152.03,4254.43,0.0,1.0,0.22,49658.03,0.5764,0.3253,5.0,0.1829,0.8142,10.74,3.0,49.15,7.19,2.0,0.811,0.0,0.7384,1.0,0.8805,-1.0,-999.0,-1.0,-1.0,-1.0,,5.0,6.4,1.0,8.0,0.6912,50.0,,116.1,2.0,0.4004,0.1271,3.0,0.0764,0.0552,2.0,0.8395,4.5756,1.0,0.0,1.0,0.0
,12613.79,0.0,3.0,9.74,62912.05,0.9263,0.263,17.0,0.2677,0.6633,34.93,9.0,0.0,10.0,3.0,0.6134,0.0,0.7359,2.0,0.5703,208917.03,0.1654,0.1639,0.4767,40.7,40.0,9.8,3.8,1.0,17.0,0.6281,32.0,487.69,48.2,1.0,0.0731,0.1644,7.0,0.1169,0.0925,5.0,0.5964,5.9184,0.0,1.0,0.0,0.0
,10967.94,-1.0,1.0,,40229.99,0.6027,0.327,4.0,0.2538,0.8727,12.4,5.0,45.5,15.14,0.0,0.8884,4.0,0.9564,1.0,0.8492,149034.62,0.0593,0.0867,0.7708,125.5,34.0,12.4,10.6,0.0,4.0,0.8055,61.0,,98.5,1.0,,0.0764,4.0,0.0489,0.0868,1.0,,2.7504,,0.0,1.0,1.0
48768.36,4588.67,1.0,2.0,4.0,40784.98,0.8363,,15.0,0.3781,0.5615,32.36,4.0,31.19,43.71,,0.524,,0.6884,3.0,0.5539,-1.0,-999.0,-1.0,-1.0,-1.0,31.0,4.5,4.7,1.0,,0.4902,30.0,337.07,34.9,1.0,0.1401,0.2288,3.0,0.1191,0.0671,6.0,0.6077,8.2368,0.0,,0.0,0.0
51102.19,5194.96,0.0,1.0,1.95,45102.79,0.8826,0.257,14.0,0.3486,0.551,70.81,7.0,0.0,14.0,3.0,0.5636,4.0,0.3658,4.0,,,-999.0,-1.0,-1.0,-1.0,22.0,,1.9,1.0,7.0,0.3859,28.0,399.14,42.0,2.0,0.1003,0.1547,7.0,0.0541,0.0936,6.0,,5.5692,0.0,0.0,1.0,0.0
31387.78,,1.0,1.0,6.11,28399.66,0.9048,0.2154,14.0,0.3958,0.6182,45.41,3.0,28.94,10.0,4.0,0.4218,0.0,0.6727,3.0,0.3882,,-999.0,-1.0,-1.0,-1.0,39.0,7.8,6.1,0.0,4.0,0.4442,22.0,319.1,41.8,1.0,0.0829,0.2041,4.0,0.0498,0.0884,6.0,0.5493,7.3476,0.0,0.0,1.0,1.0
35060.57,,1.0,1.0,14.55,,1.022,0.1575,20.0,0.4901,0.4866,27.79,7.0,18.78,81.02,,0.3331,,0.3073,5.0,0.3569,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,5.4,2.3,0.0,8.0,0.2423,11.0,,46.3,2.0,0.0149,0.2958,6.0,0.0663,,9.0,0.4312,10.0,0.0,0.0,0.0,
42095.17,2631.38,-1.0,1.0,0.04,36193.43,0.8598,0.2082,14.0,0.379,0.6718,38.37,7.0,6.55,59.41,3.0,,1.0,0.6236,3.0,0.548,-1.0,-999.0,,-1.0,-1.0,32.0,7.2,,0.0,1.0,0.5096,32.0,280.57,,,0.1497,,,,0.0634,5.0,0.6123,6.6024,1.0,0.0,1.0,0.0
66326.9,23862.75,,2.0,,34138.46,0.5147,0.3432,5.0,0.3241,0.7947,10.95,4.0,,28.49,0.0,0.8536,4.0,0.9157,1.0,0.8718,-1.0,-999.0,-1.0,-1.0,-1.0,30.0,11.0,6.7,1.0,8.0,,52.0,163.34,111.5,3.0,0.5001,0.0932,3.0,0.0869,0.1133,2.0,0.8445,,0.0,0.0,0.0,0.0
22129.32,1224.18,0.0,1.0,3.24,22976.87,1.0383,0.2083,20.0,0.5034,0.4538,23.55,7.0,19.56,30.72,6.0,0.4252,2.0,0.3649,5.0,0.3511,-1.0,-999.0,-1.0,-1.0,-1.0,29.0,2.4,0.0,,4.0,0.2199,9.0,621.0,10.0,,,0.2924,6.0,0.048,0.0803,8.0,0.4512,10.0,0.0,0.0,0.0,
98214.36,5019.83,1.0,1.0,0.72,55658.08,0.5667,0.3385,4.0,0.1282,0.8801,16.65,6.0,32.33,9.82,,0.7756,3.0,0.8533,0.0,,-1.0,-999.0,-1.0,-1.0,-1.0,34.0,11.1,7.7,,19.0,0.7116,51.0,271.5,125.2,,0.4191,0.0094,5.0,0.0899,0.0525,1.0,0.8442,0.3384,1.0,0.0,1.0,0.0
62561.52,8887.69,0.0,1.0,0.55,50149.31,0.8016,0.2526,9.0,,0.7092,55.87,6.0,1.76,14.8,2.0,0.6243,1.0,0.6271,2.0,0.6471,-1.0,-999.0,-1.0,-1.0,-1.0,26.0,4.5,7.3,0.0,13.0,0.6281,44.0,283.33,53.8,2.0,0.1653,0.1201,5.0,,0.0812,4.0,0.7461,,0.0,1.0,0.0,0.0
88886.43,14118.44,0.0,2.0,3.64,39705.57,,0.3858,4.0,0.2069,1.0,14.23,6.0,51.91,,0.0,0.9512,0.0,0.8592,1.0,0.9233,359516.4,,0.0931,0.8584,92.8,47.0,20.5,9.1,1.0,10.0,0.8912,53.0,186.41,175.6,1.0,0.5749,0.0534,3.0,0.0938,0.0538,1.0,0.983,1.9224,0.0,0.0,1.0,0.0
175642.5,43683.64,1.0,3.0,6.45,,0.4396,0.4451,3.0,0.2374,0.9673,10.05,3.0,69.82,13.7,0.0,0.9689,2.0,0.9635,0.0,0.9404,-1.0,-999.0,-1.0,-1.0,-1.0,34.0,10.9,12.3,0.0,25.0,0.9959,69.0,278.75,159.0,1.0,0.5778,0.0554,2.0,0.1637,0.0505,0.0,0.9364,1.9944,1.0,0.0,1.0,0.0
,2514.4,1.0,3.0,1.23,31288.86,1.0631,0.1004,,0.4722,0.4319,59.16,4.0,35.87,62.49,7.0,,1.0,0.3556,5.0,0.3081,-1.0,-999.0,-1.0,-1.0,-1.0,28.0,2.0,0.2,1.0,10.0,0.3321,22.0,351.56,29.5,1.0,-0.0557,0.2659,5.0,0.1344,0.1288,9.0,0.4164,,,1.0,0.0,0.0
73747.28,14371.33,1.0,4.0,2.78,39609.66,0.5371,0.4148,4.0,0.1885,0.9385,18.68,,35.41,35.0,1.0,0.8581,1.0,0.9649,0.0,0.8654,270679.69,0.0402,0.042,0.8551,64.0,27.0,6.6,,0.0,5.0,0.78,58.0,170.0,130.9,,0.4534,0.0594,5.0,0.0547,0.0495,1.0,0.993,2.1384,0.0,0.0,1.0,1.0
32705.36,,,1.0,0.91,28816.69,0.8811,0.3076,14.0,0.3979,0.5373,6.98,1.0,58.07,47.81,3.0,0.4931,0.0,0.5575,3.0,0.6371,-1.0,-999.0,-1.0,-1.0,-1.0,,9.2,4.4,1.0,5.0,0.4926,26.0,274.44,54.8,,0.0824,0.1979,1.0,0.0865,,6.0,,7.1244,0.0,1.0,1.0,0.0
65644.63,16134.6,1.0,1.0,3.07,55765.11,,0.2813,12.0,0.2898,0.6771,30.49,5.0,20.72,48.02,,0.5627,0.0,0.6496,,0.5068,-1.0,-999.0,-1.0,-1.0,-1.0,21.0,2.8,5.4,0.0,17.0,0.6335,33.0,419.29,33.1,1.0,0.1243,0.1558,,0.062,0.0874,5.0,0.5799,5.6088,0.0,0.0,1.0,1.0
135040.5,48703.11,0.0,1.0,8.45,56717.01,0.42,,,0.2316,0.9343,,5.0,46.02,14.93,0.0,0.9136,1.0,1.0,0.0,0.9654,-1.0,-999.0,-1.0,,-1.0,32.0,10.9,16.3,1.0,11.0,0.9231,65.0,217.31,207.2,1.0,0.5443,0.0523,4.0,0.0916,0.107,0.0,0.919,1.8828,0.0,0.0,1.0,0.0
147162.52,6313.93,1.0,2.0,1.35,80071.13,,0.4097,3.0,0.138,0.9385,5.49,2.0,69.83,5.34,0.0,,0.0,0.9649,,0.9071,-1.0,-999.0,-1.0,-1.0,-1.0,32.0,8.9,8.1,1.0,22.0,0.9686,53.0,375.92,144.1,4.0,0.4464,0.0885,1.0,0.0591,0.046,1.0,0.8509,3.186,1.0,1.0,1.0,0.0
42330.54,2191.11,1.0,1.0,1.53,34029.52,0.8039,0.2204,13.0,0.3457,0.6974,21.93,7.0,11.26,90.0,3.0,0.6727,0.0,0.6052,2.0,0.5401,-1.0,-999.0,-1.0,-1.0,-1.0,51.0,13.9,3.7,1.0,6.0,0.5051,30.0,,,1.0,0.1964,0.1999,6.0,0.0886,0.0673,5.0,0.7384,7.1964,1.0,1.0,0.0,0.0
,9084.17,0.0,4.0,15.04,47512.45,1.0223,0.2372,18.0,,0.5129,55.61,7.0,,29.26,5.0,0.4255,0.0,,5.0,0.4399,161199.26,-0.0622,0.2333,0.3138,81.7,18.0,2.9,1.4,0.0,20.0,0.3726,16.0,730.96,45.8,3.0,-0.0568,0.2591,7.0,0.0821,0.0754,8.0,0.5167,9.3276,0.0,1.0,0.0,1.0
76539.11,7224.73,-1.0,,0.27,63956.08,0.8356,0.3379,11.0,0.2559,,25.4,7.0,10.8,60.12,2.0,0.5682,1.0,0.6233,2.0,0.6859,-1.0,-999.0,-1.0,-1.0,,41.0,12.7,4.0,0.0,18.0,0.664,37.0,429.24,35.0,3.0,0.1942,0.1715,,0.0658,0.0768,4.0,0.6393,6.174,1.0,0.0,1.0,0.0
,1635.59,0.0,1.0,1.11,42197.09,1.0649,0.207,16.0,0.36,0.5971,26.73,7.0,,15.34,4.0,,1.0,0.5276,4.0,0.4964,-1.0,-999.0,,-1.0,-1.0,18.0,2.2,4.2,1.0,10.0,0.3436,26.0,,28.8,2.0,-0.0458,0.2175,7.0,0.0868,0.0799,7.0,0.6123,7.83,1.0,,0.0,0.0
33633.48,2094.37,,2.0,0.26,31164.78,0.9266,0.2355,16.0,0.4288,0.5949,36.36,7.0,9.72,42.51,4.0,0.4493,0.0,0.5899,4.0,0.4015,-1.0,-999.0,,-1.0,-1.0,,,3.6,,0.0,0.372,27.0,285.92,45.5,2.0,0.0743,0.2232,6.0,0.0869,0.0721,7.0,0.5509,,1.0,0.0,0.0,0.0
114336.98,5091.94,1.0,1.0,0.04,67687.49,0.592,0.4258,,0.1831,0.8822,9.46,4.0,53.42,32.48,1.0,0.8239,2.0,0.8781,1.0,0.9105,,-999.0,-1.0,-1.0,-1.0,32.0,,7.4,1.0,22.0,0.8981,60.0,280.86,107.2,3.0,0.4134,,,0.0956,0.077,1.0,0.8613,2.6388,0.0,0.0,1.0,0.0
47974.07,2162.9,1.0,1.0,0.48,46875.46,0.9771,0.2171,17.0,0.3712,0.4454,63.97,10.0,0.0,11.05,5.0,0.574,0.0,0.4401,4.0,0.3427,-1.0,-999.0,-1.0,-1.0,-1.0,33.0,5.6,2.0,1.0,17.0,0.518,22.0,,53.3,2.0,0.0089,0.2162,8.0,0.0606,0.1226,7.0,0.5946,7.7832,0.0,1.0,1.0,0.0
63584.36,17118.7,,1.0,,58503.97,,0.2954,15.0,0.286,0.6764,45.48,5.0,13.44,55.63,3.0,0.7227,0.0,,,0.5392,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,1.7,1.0,0.0,17.0,0.5288,28.0,517.73,55.1,2.0,0.0814,0.1406,5.0,0.0943,0.1195,5.0,0.5506,5.0616,0.0,0.0,1.0,0.0
24197.86,9089.13,-1.0,1.0,2.25,28555.89,1.1801,0.1222,21.0,0.5029,0.3728,2.53,5.0,39.97,39.48,,0.3522,0.0,0.3827,6.0,0.3159,-1.0,-999.0,,-1.0,-1.0,45.0,5.9,1.9,0.0,10.0,0.2914,6.0,1142.24,15.5,4.0,-0.1813,0.3592,5.0,0.0651,0.1417,9.0,0.4479,10.0,0.0,1.0,0.0,0.0
22414.38,2071.22,-1.0,2.0,0.03,24866.51,1.1094,0.1945,17.0,0.4383,0.4844,25.03,10.0,0.0,26.4,5.0,0.3976,3.0,0.5072,4.0,0.3669,-1.0,-999.0,-1.0,-1.0,-1.0,48.0,,3.1,,,0.3433,,436.25,,2.0,-0.1156,0.2432,8.0,0.0573,0.0896,7.0,0.5084,8.7552,1.0,0.0,1.0,0.0
112561.67,25249.54,1.0,1.0,4.51,47816.2,0.4248,0.288,1.0,0.1713,0.924,21.01,,39.43,12.67,0.0,1.0,0.0,0.9875,0.0,0.8618,-1.0,-999.0,-1.0,-1.0,-1.0,44.0,17.3,14.9,0.0,6.0,0.8539,62.0,192.03,209.9,4.0,0.5995,,5.0,0.0669,0.0419,0.0,0.9795,1.2636,0.0,0.0,0.0,1.0
123601.79,15807.65,1.0,1.0,1.29,68388.87,0.5533,0.3865,4.0,0.1386,,12.41,4.0,41.41,,1.0,,4.0,0.9479,1.0,0.9585,-1.0,-999.0,-1.0,-1.0,-1.0,25.0,6.7,,1.0,21.0,0.9411,53.0,321.07,128.0,3.0,0.4278,0.061,3.0,0.0774,0.0483,,,2.196,1.0,0.0,1.0,0.0
81871.79,13449.75,,3.0,9.08,52790.93,0.6448,0.3348,9.0,0.22,0.8138,49.52,8.0,0.0,5.16,,0.7505,1.0,0.7515,1.0,0.6704,225373.32,-0.0942,0.1241,,37.1,18.0,0.1,2.3,,15.0,0.837,39.0,,75.4,2.0,0.3552,,6.0,0.0535,0.0995,3.0,,5.5728,1.0,,1.0,1.0
60404.38,21160.68,0.0,2.0,2.46,48402.03,0.8013,0.1962,10.0,0.3008,0.7804,18.96,2.0,49.34,11.31,2.0,0.5791,0.0,0.6405,2.0,0.636,-1.0,-999.0,-1.0,,-1.0,27.0,8.2,3.7,,10.0,0.6602,35.0,,35.6,2.0,0.1787,0.1204,2.0,0.1153,0.0776,4.0,0.8333,4.3344,1.0,1.0,1.0,0.0
70727.79,4446.98,0.0,1.0,2.09,61101.74,0.8639,0.2559,13.0,0.2987,0.7011,38.84,7.0,9.1,90.0,3.0,0.5381,0.0,0.5867,,0.5635,-1.0,-999.0,,-1.0,-1.0,50.0,12.6,2.3,1.0,9.0,0.6306,34.0,446.0,26.2,,0.1582,0.1891,6.0,0.1231,0.063,5.0,0.6296,6.8076,1.0,0.0,0.0,0.0
19410.01,2492.74,1.0,1.0,0.01,20634.78,1.0631,0.1288,20.0,0.5013,0.5392,32.74,8.0,20.97,61.05,,0.2852,0.0,0.4459,5.0,,-1.0,-999.0,,,-1.0,18.0,0.1,,1.0,1.0,0.1853,9.0,557.7,62.8,2.0,-0.0731,0.2863,7.0,0.1107,0.0924,9.0,0.4699,10.0,0.0,0.0,0.0,0.0
,13034.11,0.0,1.0,1.42,93998.6,0.3966,0.4393,5.0,0.1447,1.0,8.19,3.0,75.84,5.0,0.0,,3.0,1.0,0.0,0.926,-1.0,-999.0,-1.0,-1.0,-1.0,20.0,2.5,14.9,0.0,19.0,0.9863,66.0,354.71,200.2,2.0,0.6025,0.0417,2.0,0.1173,,,0.965,1.5012,1.0,0.0,1.0,0.0
33242.42,1964.07,-1.0,2.0,0.65,27554.64,0.8289,0.2329,15.0,0.401,0.6503,65.64,,0.0,29.75,3.0,0.6141,1.0,0.5844,,0.5113,-1.0,,,-1.0,-1.0,,3.8,4.3,1.0,1.0,0.4842,25.0,272.82,46.1,1.0,,0.1772,6.0,0.0782,0.0767,6.0,0.6022,6.3792,0.0,,0.0,0.0
,2131.4,-1.0,1.0,0.46,27687.96,1.071,0.1946,17.0,0.5186,0.509,8.6,5.0,31.14,41.88,5.0,0.3803,0.0,0.5284,4.0,0.3614,-1.0,-999.0,-1.0,-1.0,-1.0,33.0,5.5,4.1,0.0,0.0,0.3363,14.0,485.75,37.7,1.0,-0.1008,0.2037,5.0,0.0501,0.0815,7.0,0.5,,0.0,0.0,1.0,0.0
129309.15,28404.9,1.0,1.0,,72607.09,0.5615,0.2953,2.0,,0.9466,21.13,6.0,,23.86,0.0,0.8871,,0.8799,0.0,0.9306,,0.1056,0.0482,,54.7,45.0,20.1,12.0,1.0,14.0,0.8142,58.0,311.62,184.8,2.0,0.4927,0.0484,5.0,0.0496,0.06,0.0,0.9681,1.7424,1.0,0.0,,1.0
22533.17,8121.74,0.0,4.0,1.77,24207.38,1.0743,0.1986,19.0,0.5314,0.4463,43.03,7.0,9.77,55.19,6.0,0.3388,4.0,0.5108,5.0,0.4171,,-999.0,-1.0,-1.0,-1.0,27.0,2.9,2.0,,3.0,0.331,17.0,350.83,48.7,1.0,-0.0723,0.2271,7.0,0.0957,0.1682,8.0,0.5028,8.1756,0.0,1.0,1.0,0.0
,8650.81,0.0,2.0,3.96,46230.63,0.8527,0.2223,11.0,,0.6895,65.17,8.0,0.0,44.77,,0.5505,2.0,0.7058,2.0,0.5759,142388.92,-0.2137,0.1597,0.557,,22.0,,2.2,0.0,13.0,,31.0,369.85,,3.0,0.1817,0.1173,,0.062,0.0793,4.0,0.7422,4.2228,1.0,0.0,0.0,1.0
29355.53,4425.13,0.0,3.0,9.53,32279.34,,,21.0,0.5035,0.4534,39.51,6.0,34.84,10.0,7.0,0.2948,0.0,0.4306,5.0,0.2728,93470.67,0.1011,0.2851,0.212,96.2,31.0,4.9,1.8,1.0,3.0,0.2664,8.0,978.16,1.0,1.0,-0.0569,0.3463,6.0,0.0939,0.0833,9.0,,10.0,0.0,0.0,0.0,0.0
122214.64,33621.73,0.0,2.0,5.26,62219.47,0.5091,0.3807,4.0,0.1306,0.899,14.93,,46.11,35.0,1.0,0.8324,1.0,0.7001,0.0,0.9281,-1.0,,-1.0,-1.0,-1.0,26.0,,8.2,1.0,20.0,0.8506,49.0,315.83,123.6,2.0,0.5147,0.1084,4.0,0.0575,0.0458,1.0,0.9268,3.9024,,1.0,1.0,1.0
,4458.8,-1.0,2.0,4.3,35122.3,1.2039,0.1862,21.0,0.6141,0.4214,62.02,9.0,0.0,77.39,6.0,0.309,0.0,0.4361,5.0,0.4216,115164.96,0.0558,0.2484,0.2909,56.7,37.0,4.7,1.3,0.0,4.0,,9.0,949.25,,1.0,-0.1847,0.3309,,0.0849,0.1058,9.0,0.3589,10.0,0.0,0.0,1.0,1.0
28059.39,9268.41,0.0,2.0,6.09,31561.2,1.1248,0.1389,24.0,0.4186,0.404,15.27,3.0,55.04,10.0,7.0,0.2488,5.0,0.3676,5.0,0.3125,-1.0,-999.0,-1.0,,-1.0,18.0,0.8,0.0,0.0,6.0,0.2137,2.0,3506.8,38.0,1.0,-0.1361,0.2757,4.0,0.0445,0.0779,9.0,0.432,9.9252,0.0,1.0,0.0,
46550.85,2025.14,-1.0,2.0,1.96,35062.1,0.7532,0.28,10.0,0.4059,0.7237,43.59,1.0,41.44,,2.0,0.6199,0.0,0.6495,2.0,0.7038,-1.0,-999.0,-1.0,-1.0,-1.0,,2.8,3.4,1.0,7.0,0.601,35.0,248.67,69.0,3.0,0.2323,0.1946,2.0,0.0681,0.1239,,,7.0056,1.0,0.0,1.0,0.0
39083.7,15640.96,0.0,2.0,,41045.7,1.0502,0.2471,18.0,,0.5405,65.77,6.0,9.35,22.45,5.0,,1.0,,4.0,0.3914,-1.0,-999.0,-1.0,-1.0,,31.0,3.8,3.2,1.0,12.0,0.3373,20.0,506.74,68.5,2.0,-0.0491,,6.0,0.137,0.1416,7.0,0.5443,,0.0,0.0,0.0,0.0
84834.74,17532.49,1.0,3.0,,66094.75,0.7791,0.3761,9.0,0.2213,0.7325,67.6,6.0,0.0,5.0,1.0,0.7768,2.0,0.8385,,0.7209,317886.54,0.1657,0.1205,0.6431,31.8,27.0,4.7,8.1,1.0,18.0,0.6329,,342.46,80.9,3.0,0.2154,0.0987,5.0,0.067,0.0629,3.0,0.767,3.5532,0.0,0.0,,0.0
36964.74,2278.47,0.0,,3.81,38299.17,,0.0981,20.0,0.3988,0.6552,57.18,3.0,39.58,10.0,,0.4405,1.0,0.4991,4.0,0.4445,-1.0,-999.0,-1.0,-1.0,-1.0,22.0,2.9,0.1,1.0,3.0,0.2722,16.0,589.22,47.0,2.0,-0.0459,0.2355,3.0,0.0807,0.0822,8.0,,8.478,1.0,0.0,1.0,
41893.41,10497.81,0.0,1.0,4.71,,1.1925,0.1965,20.0,0.5179,0.4393,4.34,7.0,22.25,58.95,6.0,0.2969,1.0,0.4813,5.0,0.2986,-1.0,-999.0,-1.0,-1.0,-1.0,29.0,2.3,0.0,0.0,7.0,0.3715,10.0,1218.49,11.2,2.0,-0.2246,0.2848,7.0,0.0579,0.0943,,0.3502,10.0,0.0,,0.0,0.0
95735.37,15322.96,1.0,,1.99,58140.09,0.6073,0.3171,3.0,0.1742,0.9034,12.26,5.0,49.22,22.97,1.0,0.864,0.0,0.9283,1.0,0.7636,-1.0,-999.0,-1.0,-1.0,-1.0,33.0,14.8,6.3,1.0,16.0,0.8641,53.0,272.96,114.3,1.0,0.401,0.0822,4.0,0.0497,0.1088,1.0,0.9389,2.9592,1.0,0.0,1.0,0.0
36247.64,13406.22,1.0,2.0,10.31,27392.34,0.7557,0.2319,13.0,0.4376,0.6891,28.61,2.0,53.99,90.0,2.0,0.6661,2.0,0.6653,2.0,0.5995,-1.0,-999.0,,-1.0,-1.0,41.0,,4.4,1.0,7.0,0.6228,27.0,251.31,32.8,1.0,0.2323,0.1678,1.0,0.0871,0.1437,4.0,0.6893,6.0408,0.0,0.0,0.0,0.0
24025.36,5300.12,0.0,1.0,11.61,26660.94,1.1097,0.1373,22.0,0.5576,0.411,,7.0,27.11,30.25,6.0,,0.0,0.3802,5.0,0.2965,-1.0,-999.0,-1.0,-1.0,-1.0,23.0,1.9,0.0,0.0,2.0,0.346,14.0,467.74,18.7,,-0.0901,0.2829,,0.0423,0.1026,,0.4219,10.0,0.0,0.0,0.0,0.0
87002.11,19368.12,0.0,1.0,,51583.55,0.5929,0.3448,5.0,0.169,0.8783,17.15,7.0,25.62,29.81,1.0,0.8636,1.0,,1.0,0.7956,,-999.0,-1.0,-1.0,-1.0,29.0,7.1,7.0,0.0,15.0,0.7172,48.0,267.27,,1.0,0.4054,0.096,5.0,0.0682,0.0543,2.0,0.8125,3.456,0.0,0.0,1.0,1.0
84508.85,5230.88,1.0,,4.0,39195.2,0.4638,0.396,2.0,0.17,0.907,3.84,0.0,89.59,12.45,1.0,0.9703,3.0,0.8971,0.0,0.8095,-1.0,-999.0,-1.0,-1.0,-1.0,36.0,12.6,11.9,1.0,4.0,0.8522,53.0,184.02,144.6,2.0,0.5387,0.063,0.0,0.1332,0.0624,1.0,0.9776,2.268,1.0,0.0,1.0,0.0
35843.02,7987.73,-1.0,2.0,,32509.62,0.907,0.182,14.0,0.3846,0.5517,4.33,4.0,40.38,18.79,4.0,,3.0,0.5415,3.0,,-1.0,,-1.0,-1.0,-1.0,18.0,0.6,1.3,0.0,9.0,0.5171,,244.43,51.7,3.0,0.1052,0.1637,,0.159,0.1193,6.0,0.6578,5.8932,0.0,1.0,1.0,0.0
48604.49,4272.98,1.0,1.0,0.58,40657.66,0.8365,0.2055,13.0,0.3498,0.5424,,7.0,,,3.0,0.5484,2.0,0.5711,3.0,0.5308,-1.0,,-1.0,-1.0,-1.0,25.0,2.6,3.3,1.0,16.0,0.5055,31.0,325.26,52.7,1.0,0.1689,0.192,,0.0696,0.1048,,0.6517,6.912,0.0,1.0,1.0,0.0
81550.15,,1.0,4.0,10.42,47307.24,0.5801,,6.0,0.1967,0.7354,14.46,6.0,26.65,18.84,1.0,0.7183,1.0,0.8226,1.0,,,0.0341,0.086,0.6694,98.3,39.0,11.4,,0.0,16.0,0.7338,44.0,267.27,94.7,1.0,0.412,0.1353,5.0,0.0785,0.0751,2.0,0.7716,,1.0,1.0,1.0,1.0
59642.74,4313.2,0.0,1.0,0.29,35916.86,0.6022,0.2814,6.0,0.2339,0.845,12.33,3.0,54.19,16.21,1.0,0.8697,1.0,0.9149,1.0,0.8951,-1.0,-999.0,-1.0,-1.0,-1.0,18.0,0.6,5.4,1.0,9.0,0.811,55.0,162.52,105.8,1.0,0.4038,,,0.0985,0.0705,,0.9293,1.6416,1.0,0.0,0.0,0.0
85088.76,19055.7,1.0,2.0,,42169.99,0.4956,0.3621,3.0,0.1769,0.8827,21.47,7.0,28.71,8.38,1.0,1.0,1.0,0.8531,0.0,0.939,-1.0,-999.0,-1.0,-1.0,-1.0,33.0,12.0,12.0,0.0,7.0,0.8181,61.0,172.12,139.1,,0.519,0.0706,4.0,0.0519,0.0537,1.0,0.9828,2.5416,1.0,0.0,0.0,1.0
64719.02,10159.42,1.0,3.0,10.09,48280.39,0.746,0.3269,9.0,0.2417,,32.95,5.0,,12.05,2.0,0.7786,0.0,0.6508,1.0,,210565.51,0.0217,0.1184,0.5951,37.2,33.0,9.8,6.1,0.0,13.0,0.6783,33.0,363.01,101.3,2.0,0.2331,0.1463,,0.1244,0.0706,,0.6992,5.2668,1.0,,0.0,
63660.5,22876.03,1.0,2.0,3.35,44517.79,0.6993,,11.0,,0.8293,65.32,6.0,0.0,35.0,2.0,0.7039,0.0,0.6603,2.0,0.7257,-1.0,-999.0,-1.0,,-1.0,36.0,9.7,6.5,1.0,13.0,0.5975,39.0,283.55,77.6,1.0,0.3128,0.1441,,0.1346,0.2383,4.0,0.667,5.1876,0.0,0.0,0.0,0.0
35177.49,2255.79,1.0,1.0,0.08,29644.07,0.8427,0.1875,13.0,,0.6137,44.49,6.0,9.7,27.55,3.0,0.4622,0.0,0.6306,3.0,0.5434,-1.0,-999.0,-1.0,-1.0,-1.0,36.0,,5.1,1.0,6.0,0.442,27.0,271.96,39.3,1.0,0.1349,0.1706,5.0,0.1423,0.0827,5.0,0.5283,6.1416,0.0,1.0,0.0,0.0
32976.39,11665.89,,2.0,,32138.79,0.9746,0.1786,13.0,0.5087,0.7074,22.26,6.0,17.22,,3.0,0.5124,0.0,0.5476,3.0,0.5889,,,-1.0,-1.0,-1.0,27.0,7.2,1.5,,5.0,0.473,32.0,249.14,51.2,1.0,0.0217,0.1557,5.0,0.102,0.1272,6.0,0.6363,5.6052,0.0,0.0,0.0,0.0
225266.98,11134.63,0.0,1.0,2.49,110538.51,0.4907,0.3969,1.0,0.1138,1.0,9.3,3.0,,35.0,1.0,,3.0,0.9384,0.0,0.9211,-1.0,-999.0,-1.0,-1.0,-1.0,29.0,8.5,18.2,1.0,18.0,0.8607,,,,1.0,0.5154,0.0391,2.0,0.1146,0.0468,0.0,1.0,1.4076,1.0,0.0,1.0,0.0
81186.76,21508.37,1.0,1.0,1.25,42866.61,0.528,0.3492,5.0,,0.8784,0.0,0.0,,,1.0,0.718,1.0,,1.0,0.8605,-1.0,-999.0,-1.0,-1.0,-1.0,46.0,18.0,6.4,0.0,13.0,0.7904,45.0,236.83,98.0,1.0,0.4859,0.0796,0.0,0.0476,0.0535,2.0,0.8475,2.8656,1.0,0.0,1.0,0.0
